label	Reflectance (specular) - 800	Reflectance (specular) - 875	Reflectance (diffuse)	Transmittance (diffuse)
1294	0.911709215	0.911709215	1.012145749	0.825452217
1296	0.91122819	0.91122819	1.012145749	0.825332768
1298	0.910693851	0.910693851	1.012145749	0.825745727
1300	0.91026291	0.91026291	1.012145749	0.826099084
1302	0.909770748	0.909770748	1.012145749	0.82601242
1304	0.909094548	0.909094548	1.012145749	0.825579753
1306	0.908991491	0.908991491	1.012145749	0.825143942
1308	0.908914832	0.908914832	1.012914662	0.825077574
1310	0.909239529	0.909239529	1.012401924	0.825355645
1312	0.908980924	0.908980924	1.012401924	0.825617251
1314	0.908920125	0.908920125	1.012401924	0.826322204
1316	0.908420861	0.908420861	1.012145749	0.826457248
1318	0.908234776	0.908234776	1.012145749	0.826532096
1320	0.90759312	0.90759312	1.012145749	0.826635361
1322	0.90702255	0.90702255	1.012145749	0.826954451
1324	0.906837988	0.906837988	1.012145749	0.827424102
1326	0.906808862	0.906808862	1.012914662	0.828144311
1328	0.906452796	0.906452796	1.013171226	0.828676768
1330	0.906186148	0.906186148	1.013171226	0.828535469
1332	0.906023314	0.906023314	1.013171226	0.828538411
1334	0.906348212	0.906348212	1.013171226	0.828375654
1336	0.905624975	0.905624975	1.013171226	0.82878674
1338	0.905387274	0.905387274	1.013171226	0.828673718
1340	0.90461709	0.90461709	1.013171226	0.828984811
1342	0.904274118	0.904274118	1.01342792	0.829106172
1344	0.90372978	0.90372978	1.01342792	0.82950556
1346	0.903461881	0.903461881	1.013171226	0.82984633
1348	0.902896317	0.902896317	1.01342792	0.83031408
1350	0.902778672	0.902778672	1.01342792	0.830989176
1352	0.901790574	0.901790574	1.01342792	0.831084019
1354	0.901500192	0.901500192	1.013941698	0.831264409
1356	0.900809285	0.900809285	1.013171226	0.831498549
1358	0.900799723	0.900799723	1.01342792	0.83159813
1360	0.899971078	0.899971078	1.01342792	0.831313888
1362	0.89975355	0.89975355	1.013171226	0.83163851
1364	0.899104731	0.899104731	1.013941698	0.832538079
1366	0.899302369	0.899302369	1.014198783	0.832919681
1368	0.898799494	0.898799494	1.014198783	0.83388811
1370	0.898981831	0.898981831	1.014198783	0.834798434
1372	0.899141683	0.899141683	1.014198783	0.836198791
1374	0.898892104	0.898892104	1.01342792	0.837052275
1376	0.898578348	0.898578348	1.013941698	0.837859423
1378	0.897234239	0.897234239	1.013684744	0.839248795
1380	0.896492752	0.896492752	1.013941698	0.84043997
1382	0.895678655	0.895678655	1.013171226	0.842169059
1384	0.895480571	0.895480571	1.013941698	0.844102419
1386	0.894914455	0.894914455	1.014198783	0.845533773
1388	0.894292225	0.894292225	1.014198783	0.846887932
1390	0.893532897	0.893532897	1.014198783	0.847243043
1392	0.893050656	0.893050656	1.014198783	0.848338105
1394	0.892400983	0.892400983	1.014198783	0.849842142
1396	0.89201948	0.89201948	1.014198783	0.851920987
1398	0.891767461	0.891767461	1.014198783	0.853501497
1400	0.891352533	0.891352533	1.014198783	0.855092127
1402	0.8901854	0.8901854	1.014198783	0.856433671
1404	0.889118016	0.889118016	1.014198783	0.857999611
1406	0.88838302	0.88838302	1.014198783	0.860530137
1408	0.887919214	0.887919214	1.014198783	0.862670294
1410	0.886509755	0.886509755	1.014198783	0.865341707
1412	0.885320363	0.885320363	1.013941698	0.866230398
1414	0.884648843	0.884648843	1.013941698	0.867124316
1416	0.884609073	0.884609073	1.014198783	0.868325732
1418	0.884419554	0.884419554	1.014198783	0.870030762
1420	0.883291118	0.883291118	1.014198783	0.871305776
1422	0.88235113	0.88235113	1.014198783	0.871550717
1424	0.881653059	0.881653059	1.013941698	0.872104063
1426	0.881386109	0.881386109	1.012658228	0.872967275
1428	0.880821655	0.880821655	1.013171226	0.874573076
1430	0.879743147	0.879743147	1.013171226	0.874684308
1432	0.878944266	0.878944266	1.013171226	0.875583109
1434	0.877936261	0.877936261	1.013171226	0.875588612
1436	0.877156268	0.877156268	1.013171226	0.876217235
1438	0.876449487	0.876449487	1.013171226	0.875635499
1440	0.876364328	0.876364328	1.013171226	0.876361288
1442	0.876076023	0.876076023	1.013171226	0.876287223
1444	0.875538641	0.875538641	1.013171226	0.875872643
1446	0.874994065	0.874994065	1.013171226	0.876315401
1448	0.874960432	0.874960432	1.013171226	0.876896449
1450	0.874594265	0.874594265	1.013171226	0.87714913
1452	0.874421108	0.874421108	1.013171226	0.875819753
1454	0.873544788	0.873544788	1.013171226	0.875558084
1456	0.873094177	0.873094177	1.013171226	0.87545166
1458	0.872236716	0.872236716	1.013171226	0.875331354
1460	0.871905816	0.871905816	1.013171226	0.874942251
1462	0.872118182	0.872118182	1.013171226	0.874524749
1464	0.871866748	0.871866748	1.013171226	0.874515509
1466	0.87152167	0.87152167	1.013171226	0.874009722
1468	0.871304813	0.871304813	1.013171226	0.873010467
1470	0.871463244	0.871463244	1.013171226	0.872125678
1472	0.871874885	0.871874885	1.013171226	0.871122642
1474	0.87090128	0.87090128	1.013171226	0.870598422
1476	0.8709993	0.8709993	1.013171226	0.869974448
1478	0.870905234	0.870905234	1.013171226	0.869358121
1480	0.871202361	0.871202361	1.013171226	0.868772344
1482	0.87095614	0.87095614	1.013171226	0.867921803
1484	0.870167908	0.870167908	1.013171226	0.86715337
1486	0.869390202	0.869390202	1.013171226	0.865630453
1488	0.869470985	0.869470985	1.013171226	0.864698198
1490	0.86995558	0.86995558	1.013171226	0.863554667
1492	0.870719245	0.870719245	1.013171226	0.862696911
1494	0.870293679	0.870293679	1.013171226	0.861139768
1496	0.869756862	0.869756862	1.013171226	0.860935239
1498	0.869514083	0.869514083	1.013171226	0.860934859
1500	0.868985541	0.868985541	1.013171226	0.860497927
1502	0.868498926	0.868498926	1.013171226	0.858550812
1504	0.868360966	0.868360966	1.013171226	0.857138913
1506	0.86952076	0.86952076	1.013171226	0.856605086
1508	0.869970426	0.869970426	1.013171226	0.855066539
1510	0.869572539	0.869572539	1.013171226	0.853929512
1512	0.868739492	0.868739492	1.013171226	0.852518443
1514	0.868319644	0.868319644	1.013171226	0.852695714
1516	0.868337066	0.868337066	1.013171226	0.851802748
1518	0.86878658	0.86878658	1.013171226	0.850976826
1520	0.868537393	0.868537393	1.013171226	0.850118535
1522	0.86922455	0.86922455	1.013171226	0.848543458
1524	0.868037521	0.868037521	1.013171226	0.84834815
1526	0.868813051	0.868813051	1.013171226	0.847997983
1528	0.868065303	0.868065303	1.013171226	0.848837337
1530	0.867270929	0.867270929	1.013171226	0.847582906
1532	0.866797414	0.866797414	1.013171226	0.846018973
1534	0.867372463	0.867372463	1.013171226	0.844631484
1536	0.867740731	0.867740731	1.013171226	0.844428065
1538	0.867541103	0.867541103	1.013171226	0.844512274
1540	0.865788054	0.865788054	1.013171226	0.843914651
1542	0.86603933	0.86603933	1.013171226	0.843117799
1544	0.86512782	0.86512782	1.013171226	0.841505646
1546	0.865184649	0.865184649	1.013171226	0.841033051
1548	0.864399918	0.864399918	1.013171226	0.840204199
1550	0.865159911	0.865159911	1.013171226	0.840345979
1552	0.864796489	0.864796489	1.013171226	0.839696804
1554	0.864683111	0.864683111	1.013171226	0.839812039
1556	0.86347615	0.86347615	1.013171226	0.838893798
1558	0.864036244	0.864036244	1.013171226	0.83864939
1560	0.863867518	0.863867518	1.013171226	0.837350077
1562	0.864542753	0.864542753	1.013171226	0.837883509
1564	0.86412846	0.86412846	1.013171226	0.837162353
1566	0.863588728	0.863588728	1.013171226	0.837032821
1568	0.863353098	0.863353098	1.013171226	0.836622122
1570	0.862758064	0.862758064	1.013171226	0.83602689
1572	0.862711179	0.862711179	1.013171226	0.835612767
1574	0.861755876	0.861755876	1.013171226	0.834594336
1576	0.862489402	0.862489402	1.01342792	0.834026504
1578	0.8622663	0.8622663	1.01342792	0.832781358
1580	0.862496194	0.862496194	1.013171226	0.833062373
1582	0.861218009	0.861218009	1.013171226	0.832833211
1584	0.861286101	0.861286101	1.013171226	0.833584719
1586	0.860896837	0.860896837	1.013171226	0.83235398
1588	0.860811825	0.860811825	1.013941698	0.832383243
1590	0.861192487	0.861192487	1.01342792	0.832635609
1592	0.861437988	0.861437988	1.013171226	0.832747679
1594	0.861342042	0.861342042	1.013941698	0.832657892
1596	0.85953326	0.85953326	1.013941698	0.831655101
1598	0.858804195	0.858804195	1.013171226	0.831357196
1600	0.859290993	0.859290993	1.013171226	0.829535952
1602	0.859612233	0.859612233	1.013171226	0.829212091
1604	0.859608685	0.859608685	1.013171226	0.828782721
1606	0.858817728	0.858817728	1.013171226	0.829702309
1608	0.858905673	0.858905673	1.013171226	0.829456164
1610	0.858792014	0.858792014	1.013171226	0.828356574
1612	0.858205362	0.858205362	1.013941698	0.827956701
1614	0.858265757	0.858265757	1.014198783	0.827682875
1616	0.858227317	0.858227317	1.014198783	0.827294489
1618	0.859502691	0.859502691	1.013941698	0.826468017
1620	0.859660656	0.859660656	1.013941698	0.826700824
1622	0.8591956	0.8591956	1.014198783	0.826827335
1624	0.857563478	0.857563478	1.014198783	0.827082459
1626	0.85643017	0.85643017	1.01497082	0.827603754
1628	0.856863822	0.856863822	1.015228426	0.82867559
1630	0.857749887	0.857749887	1.015228426	0.827466314
1632	0.85809653	0.85809653	1.015228426	0.826349846
1634	0.858006894	0.858006894	1.015228426	0.825186793
1636	0.856851836	0.856851836	1.015228426	0.825429806
1638	0.85716612	0.85716612	1.015228426	0.827105952
1640	0.856297219	0.856297219	1.015228426	0.827330574
1642	0.856120666	0.856120666	1.015228426	0.827580522
1644	0.85480225	0.85480225	1.015228426	0.825759967
1646	0.854560042	0.854560042	1.015228426	0.825963319
1648	0.855425459	0.855425459	1.015228426	0.825196362
1650	0.85538076	0.85538076	1.015228426	0.825700179
1652	0.855202048	0.855202048	1.015228426	0.825223529
1654	0.853512644	0.853512644	1.015228426	0.825196932
1656	0.853734081	0.853734081	1.015228426	0.824953745
1658	0.853991938	0.853991938	1.015228426	0.824272586
1660	0.854579496	0.854579496	1.015228426	0.824969959
1662	0.854294481	0.854294481	1.015228426	0.823789402
1664	0.853306667	0.853306667	1.015228426	0.824190915
1666	0.853726514	0.853726514	1.015744033	0.824499343
1668	0.853336653	0.853336653	1.015486164	0.824977029
1670	0.855137987	0.855137987	1.015744033	0.823963598
1672	0.854041593	0.854041593	1.016260163	0.822580299
1674	0.853498174	0.853498174	1.016260163	0.82293826
1676	0.852228843	0.852228843	1.017035342	0.823519075
1678	0.852935258	0.852935258	1.017293998	0.823873841
1680	0.854366025	0.854366025	1.017293998	0.823286648
1682	0.853895887	0.853895887	1.017293998	0.823823335
1684	0.853033447	0.853033447	1.017293998	0.824194339
1686	0.852419571	0.852419571	1.017293998	0.823538176
1688	0.852065093	0.852065093	1.017293998	0.823159921
1690	0.851331186	0.851331186	1.017293998	0.822849715
1692	0.850281631	0.850281631	1.017293998	0.823883541
1694	0.85119037	0.85119037	1.017293998	0.822857033
1696	0.850902677	0.850902677	1.017293998	0.822012824
1698	0.850583958	0.850583958	1.017293998	0.821879642
1700	0.848122932	0.848122932	1.017293998	0.822863427
1702	0.847776556	0.847776556	1.017293998	0.823568479
1704	0.847277191	0.847277191	1.017293998	0.822777525
1706	0.847009287	0.847009287	1.017293998	0.822566596
1708	0.847568819	0.847568819	1.017293998	0.823150598
1710	0.846487434	0.846487434	1.017293998	0.823374618
1712	0.84684694	0.84684694	1.017293998	0.824169658
1714	0.846119702	0.846119702	1.017293998	0.823489949
1716	0.846712361	0.846712361	1.017293998	0.822591638
1718	0.846278617	0.846278617	1.017293998	0.823981209
1720	0.846072186	0.846072186	1.017293998	0.824634008
1722	0.845070064	0.845070064	1.017293998	0.825764449
1724	0.845650119	0.845650119	1.017293998	0.824725042
1726	0.845368562	0.845368562	1.017293998	0.825923302
1728	0.84519906	0.84519906	1.017293998	0.827084566
1730	0.844080327	0.844080327	1.017293998	0.826808276
1732	0.840692132	0.840692132	1.017293998	0.826459056
1734	0.840362144	0.840362144	1.017293998	0.826094357
1736	0.83872177	0.83872177	1.017293998	0.82509527
1738	0.840106017	0.840106017	1.017293998	0.823800326
1740	0.840445792	0.840445792	1.017293998	0.824141867
1742	0.84160005	0.84160005	1.017293998	0.826560505
1744	0.843226699	0.843226699	1.017293998	0.82931454
1746	0.842458164	0.842458164	1.017293998	0.830088832
1748	0.84299681	0.84299681	1.017293998	0.8304914
1750	0.842295463	0.842295463	1.017293998	0.830142104
1752	0.841528635	0.841528635	1.017293998	0.83032214
1754	0.839414895	0.839414895	1.017293998	0.829404888
1756	0.839381859	0.839381859	1.017293998	0.829691384
1758	0.838747093	0.838747093	1.017035342	0.830047733
1760	0.837605129	0.837605129	1.017035342	0.831320538
1762	0.835418068	0.835418068	1.017293998	0.832367608
1764	0.834958945	0.834958945	1.017293998	0.832402457
1766	0.836205158	0.836205158	1.017293998	0.832017596
1768	0.834418616	0.834418616	1.017293998	0.831676899
1770	0.834904415	0.834904415	1.017293998	0.834352812
1772	0.832593231	0.832593231	1.017293998	0.835428473
1774	0.832658783	0.832658783	1.016776817	0.837138568
1776	0.831708227	0.831708227	1.017293998	0.834822864
1778	0.832747703	0.832747703	1.017293998	0.834748435
1780	0.833354319	0.833354319	1.017293998	0.833115921
1782	0.833197807	0.833197807	1.017035342	0.835847266
1784	0.833240799	0.833240799	1.017035342	0.836014252
1786	0.833720276	0.833720276	1.017293998	0.838793278
1788	0.832222327	0.832222327	1.017293998	0.838794874
1790	0.831128645	0.831128645	1.017293998	0.837893594
1792	0.828559986	0.828559986	1.017293998	0.835503433
1794	0.830372496	0.830372496	1.017293998	0.832917548
1796	0.828962351	0.828962351	1.017293998	0.832262572
1798	0.831383358	0.831383358	1.017293998	0.832751966
1800	0.828315855	0.828315855	1.017293998	0.833487584
1802	0.829537908	0.829537908	1.017293998	0.835684008
1804	0.828479879	0.828479879	1.017293998	0.835673176
1806	0.830179435	0.830179435	1.017552786	0.835978248
1808	0.829066233	0.829066233	1.018329939	0.836183303
1810	0.829248263	0.829248263	1.018329939	0.835181877
1812	0.829259502	0.829259502	1.018329939	0.835487487
1814	0.829293229	0.829293229	1.018329939	0.835134143
1816	0.829681319	0.829681319	1.018329939	0.837088405
1818	0.830287716	0.830287716	1.018589254	0.836266879
1820	0.829175648	0.829175648	1.019367992	0.835372355
1822	0.826901372	0.826901372	1.019367992	0.836025962
1824	0.826437237	0.826437237	1.020147921	0.837659025
1826	0.828612099	0.828612099	1.019627836	0.83724437
1828	0.828947902	0.828947902	1.020147921	0.836886674
1830	0.82812367	0.82812367	1.020408163	0.836373103
1832	0.827104889	0.827104889	1.020929045	0.837326118
1834	0.827831927	0.827831927	1.021189686	0.835015616
1836	0.828123177	0.828123177	1.02145046	0.83604575
1838	0.828515063	0.828515063	1.020929045	0.837644588
1840	0.827622212	0.827622212	1.02145046	0.839105265
1842	0.826728955	0.826728955	1.02145046	0.838132276
1844	0.826169361	0.826169361	1.02223358	0.838871422
1846	0.824378115	0.824378115	1.022494888	0.83871088
1848	0.824298771	0.824298771	1.022494888	0.840229586
1850	0.823563371	0.823563371	1.022494888	0.840699928
1852	0.824781554	0.824781554	1.022494888	0.839547056
1854	0.824858262	0.824858262	1.022494888	0.841108969
1856	0.824287898	0.824287898	1.022494888	0.843000179
1858	0.822588422	0.822588422	1.022494888	0.846175549
1860	0.821945815	0.821945815	1.022494888	0.848351417
1862	0.822544113	0.822544113	1.023017903	0.850061311
1864	0.822662917	0.822662917	1.022756328	0.852393099
1866	0.819770995	0.819770995	1.022756328	0.855053095
1868	0.818598032	0.818598032	1.023279611	0.856340674
1870	0.817522405	0.817522405	1.023541453	0.859347503
1872	0.8187432	0.8187432	1.023541453	0.865063438
1874	0.816222504	0.816222504	1.023279611	0.872649806
1876	0.815681005	0.815681005	1.02406554	0.881819645
1878	0.816126334	0.816126334	1.02380343	0.888821355
1880	0.816789716	0.816789716	1.024327785	0.895253343
1882	0.815536212	0.815536212	1.02406554	0.901750696
1884	0.810753186	0.810753186	1.02406554	0.906060176
1886	0.808076598	0.808076598	1.02406554	0.912472874
1888	0.80579057	0.80579057	1.024327785	0.920171377
1890	0.806563035	0.806563035	1.024327785	0.928077959
1892	0.80377486	0.80377486	1.024590164	0.940837846
1894	0.803304549	0.803304549	1.024327785	0.948861463
1896	0.801304445	0.801304445	1.023541453	0.956011305
1898	0.800432785	0.800432785	1.02406554	0.963247635
1900	0.793400206	0.793400206	1.024327785	0.966905732
1902	0.790681635	0.790681635	1.025115325	0.974798026
1904	0.788429567	0.788429567	1.02380343	0.975933637
1906	0.79217986	0.79217986	1.023541453	0.983567801
1908	0.790258908	0.790258908	1.024327785	0.993002538
1910	0.787548342	0.787548342	1.02380343	1.00657427
1912	0.784985677	0.784985677	1.024327785	1.010998127
1914	0.782758933	0.782758933	1.024852677	1.016031377
1916	0.783238243	0.783238243	1.024327785	1.014500007
1918	0.782388942	0.782388942	1.024590164	1.022966962
1920	0.781254716	0.781254716	1.02406554	1.026118284
1922	0.780740521	0.780740521	1.024590164	1.031336157
1924	0.777527809	0.777527809	1.024590164	1.031400409
1926	0.778215243	0.778215243	1.025378108	1.036194451
1928	0.775224781	0.775224781	1.025378108	1.035226978
1930	0.773743435	0.773743435	1.025378108	1.03935974
1932	0.770323931	0.770323931	1.025115325	1.041298049
1934	0.767444602	0.767444602	1.025641026	1.044641989
1936	0.768295616	0.768295616	1.025641026	1.043566546
1938	0.769362923	0.769362923	1.025641026	1.038499934
1940	0.772738069	0.772738069	1.025641026	1.038737867
1942	0.770704787	0.770704787	1.025641026	1.035879799
1944	0.770601594	0.770601594	1.025641026	1.037427425
1946	0.769222782	0.769222782	1.025641026	1.030595864
1948	0.766707024	0.766707024	1.025641026	1.030954778
1950	0.763851563	0.763851563	1.026430588	1.029560374
1952	0.763889083	0.763889083	1.026694045	1.033546252
1954	0.766323486	0.766323486	1.026694045	1.034423007
1956	0.766855958	0.766855958	1.026694045	1.028006612
1958	0.768582246	0.768582246	1.026694045	1.021691113
1960	0.770742799	0.770742799	1.02748523	1.020318015
1962	0.770034934	0.770034934	1.027749229	1.019834297
1964	0.77322272	0.77322272	1.027749229	1.022642313
1966	0.772311795	0.772311795	1.027749229	1.019582636
1968	0.776091062	0.776091062	1.027749229	1.015442661
1970	0.774522397	0.774522397	1.028542042	1.013555577
1972	0.779362879	0.779362879	1.028542042	1.007854466
1974	0.779795559	0.779795559	1.028013364	1.007693016
1976	0.780394921	0.780394921	1.02960103	1.005762082
1978	0.77368798	0.77368798	1.029866117	1.002620399
1980	0.772851547	0.772851547	1.029866117	1.000423625
1982	0.773465772	0.773465772	1.029866117	0.995290023
1984	0.778855884	0.778855884	1.030131342	0.997624065
1986	0.783603689	0.783603689	1.030927835	0.992741661
1988	0.783375781	0.783375781	1.030927835	0.993046209
1990	0.783564421	0.783564421	1.031193607	0.983158714
1992	0.782101294	0.782101294	1.032791118	0.980755631
1994	0.778258065	0.778258065	1.033057851	0.976247147
1996	0.776219515	0.776219515	1.032791118	0.977745332
1998	0.776661934	0.776661934	1.032791118	0.979427982
2000	0.778749489	0.778749489	1.033057851	0.976190196
2002			1.034126163	
2004			1.035196687	
2006			1.035196687	
2008			1.036001036	
2010			1.03626943	
2012			1.037075447	
2014			1.037344398	
2016			1.038152089	
2018			1.039230969	
2020			1.03950104	
2022			1.03977125	
2024			1.041124414	
2026			1.04139547	
2028			1.042481105	
2030			1.042752868	
2032			1.043296818	
2034			1.043569006	
2036			1.044113808	
2038			1.044932079	
2040			1.045751634	
2042			1.045478306	
2044			1.047120419	
2046			1.047943411	
2048			1.047943411	
2050			1.048767698	
2052			1.048218029	
2054			1.048218029	
2056			1.049868766	
2058			1.050420168	
2060			1.050420168	
2062			1.050420168	
2064			1.050972149	
2066			1.052077854	
2068			1.052631579	
2070			1.053185887	
2072			1.052631579	
2074			1.052631579	
2076			1.05374078	
2078			1.054852321	
2080			1.054852321	
2082			1.055130572	
2084			1.055408971	
2086			1.056524036	
2088			1.056245049	
2090			1.057082452	
2092			1.057082452	
2094			1.057082452	
2096			1.058201058	
2098			1.059322034	
2100			1.059041567	
2102			1.059602649	
2104			1.059883413	
2106			1.060164325	
2108			1.061289467	
2110			1.061289467	
2112			1.061571125	
2114			1.060726598	
2116			1.062981664	
2118			1.063264221	
2120			1.063264221	
2122			1.063829787	
2124			1.064112796	
2126			1.064679265	
2128			1.065814015	
2130			1.066951187	
2132			1.067235859	
2134			1.067235859	
2136			1.067235859	
2138			1.066666667	
2140			1.066666667	
2142			1.065814015	
2144			1.065814015	
2146			1.064679265	
2148			1.064112796	
2150			1.064395955	
2152			1.064395955	
2154			1.062699256	
2156			1.061852933	
2158			1.060445387	
2160			1.060164325	
2162			1.059322034	
2164			1.05764146	
2166			1.055687516	
2168			1.054574216	
2170			1.05374078	
2172			1.052631579	
2174			1.051248357	
2176			1.050420168	
2178			1.050420168	
2180			1.049317943	
2182			1.047943411	
2184			1.047120419	
2186			1.046298718	
2188			1.045751634	
2190			1.044113808	
2192			1.043841336	
2194			1.043569006	
2196			1.042752868	
2198			1.042481105	
2200			1.04139547	
2202			1.040582726	
2204			1.040041602	
2206			1.04139547	
2208			1.04139547	
2210			1.040582726	
2212			1.040582726	
2214			1.040312094	
2216			1.039230969	
2218			1.038691249	
2220			1.03950104	
2222			1.03950104	
2224			1.03950104	
2226			1.038691249	
2228			1.038691249	
2230			1.039230969	
2232			1.038421599	
2234			1.038961039	
2236			1.040041602	
2238			1.040582726	
2240			1.040582726	
2242			1.040582726	
2244			1.040582726	
2246			1.04139547	
2248			1.041666667	
2250			1.041124414	
2252			1.040582726	
2254			1.040582726	
2256			1.042752868	
2258			1.042481105	
2260			1.041938005	
2262			1.041938005	
2264			1.043296818	
2266			1.042752868	
2268			1.043024772	
2270			1.043841336	
2272			1.044386423	
2274			1.043569006	
2276			1.044386423	
2278			1.045751634	
2280			1.045751634	
2282			1.045751634	
2284			1.046298718	
2286			1.046572475	
2288			1.046572475	
2290			1.047120419	
2292			1.048492792	
2294			1.048218029	
2296			1.048492792	
2298			1.049042748	
2300			1.051248357	
2302			1.050972149	
2304			1.049868766	
2306			1.051524711	
2308			1.052077854	
2310			1.050696086	
2312			1.052354644	
2314			1.05180121	
2316			1.054852321	
2318			1.055408971	
2320			1.055130572	
2322			1.055966209	
2324			1.055408971	
2326			1.055130572	
2328			1.057082452	
2330			1.058201058	
2332			1.058761249	
2334			1.059041567	
2336			1.060445387	
2338			1.061571125	
2340			1.062134891	
2342			1.061289467	
2344			1.060726598	
2346			1.061852933	
2348			1.062416999	
2350			1.063264221	
2352			1.062699256	
2354			1.064395955	
2356			1.063829787	
2358			1.065530101	
2360			1.066098081	
2362			1.065246338	
2364			1.065530101	
2366			1.066098081	
2368			1.066951187	
2370			1.065530101	
2372			1.066098081	
2374			1.067805659	
2376			1.066666667	
2378			1.066098081	
2380			1.066382298	
2382			1.065814015	
2384			1.066666667	
2386			1.069232825	
2388			1.067520683	
2390			1.068090788	
2392			1.068947087	
2394			1.068661501	
2396			1.069232825	
2398			1.067520683	
2400			1.067235859	
2402			1.068090788	
2404			1.068661501	
2406			1.069518717	
2408			1.069804761	
2410			1.067520683	
2412			1.068947087	
2414			1.071524243	
2416			1.071237279	
2418			1.069518717	
2420			1.069232825	
2422			1.068090788	
2424			1.069518717	
2426			1.069804761	
2428			1.070377308	
2430			1.068090788	
2432			1.069518717	
2434			1.071237279	
2436			1.070377308	
2438			1.070950469	
2440			1.070377308	
2442			1.070090958	
2444			1.069232825	
2446			1.068947087	
2448			1.067520683	
2450			1.066951187	
2452			1.067235859	
2454			1.070377308	
2456			1.069804761	
2458			1.069232825	
2460			1.070090958	
2462			1.069518717	
2464			1.066951187	
2466			1.068661501	
2468			1.067520683	
2470			1.066951187	
2472			1.069232825	
2474			1.069518717	
2476			1.070090958	
2478			1.069232825	
2480			1.071811361	
2482			1.071524243	
2484			1.070377308	
2486			1.071524243	
2488			1.071811361	
2490			1.070377308	
2492			1.070090958	
2494			1.070950469	
2496			1.073537305	
2498			1.075557946	
2500			1.067615658	
